run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_l1_ratio,logistic_class_weight,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,random_state,model_iterations,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
logistic_finalist_temporal_cv__20260716T204428Z,logistic_finalist_temporal_cv,logistic,temporal_cv,True,True,False,True,True,onehot,standard,raw_distances,40,10,True,0.0,,0.1,750,0.0001,saga,12345,750,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,1810.111946124991,2.406293679897239,0.27919962773382967,0.5282126720605232,0.07940269381993677
logistic_finalist_temporal_cv__20260716T204428Z,logistic_finalist_temporal_cv,logistic,temporal_cv,True,True,False,True,True,onehot,standard,raw_distances,40,10,True,0.0,,0.1,750,0.0001,saga,12345,750,2,2003-01-06 00:01:00,2011-12-31 23:59:00,2012-01-01 00:01:00,2012-12-30 23:49:00,628295,71731,2202.3469242910214,2.3887526447246743,0.27897282904183685,0.5324336758165925,0.074849174706171
logistic_finalist_temporal_cv__20260716T204428Z,logistic_finalist_temporal_cv,logistic,temporal_cv,True,True,False,True,True,onehot,standard,raw_distances,40,10,True,0.0,,0.1,750,0.0001,saga,12345,750,3,2003-01-06 00:01:00,2012-12-30 23:49:00,2013-01-07 00:01:00,2013-12-29 23:45:00,700026,75606,3466.35065149999,2.369658606097914,0.288085601671825,0.5443615586064598,0.07038340913998123
