run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,random_state,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
dummy_class_prior__20260714T203621Z,dummy_class_prior,dummy,temporal_cv,False,False,False,False,False,onehot,passthrough,none,40,10,True,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,0.7852760420064442,2.706870870084931,0.19640042630480795,0.4607544394241883,0.008639970627797805
