run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_l1_ratio,logistic_class_weight,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,forest_n_estimators,forest_criterion,forest_max_depth,forest_min_samples_split,forest_min_samples_leaf,forest_max_features,forest_bootstrap,forest_class_weight,forest_n_jobs,random_state,model_iterations,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
random_forest_depth_32_leaf_25__20260718T032641Z,random_forest_depth_32_leaf_25,random_forest,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,0.0,,0.1,500,0.0001,saga,300,log_loss,32,2,25,sqrt,True,,-1,12345,,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,51.478671457996825,2.3894173907931138,0.2913733319323316,0.5472012488929585,0.08391276783366713
