run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_l1_ratio,logistic_class_weight,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,random_state,model_iterations,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
logistic_c_0_01__20260715T194051Z,logistic_c_0_01,logistic,temporal_cv,True,True,False,True,True,onehot,standard,raw_distances,40,10,True,0.0,,0.01,750,0.0001,saga,12345,750,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,1170.7376471250027,2.4434272074210712,0.26884222218886505,0.5175850733274291,0.06250200616345554
