run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,random_state,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
logistic_encoding_frequency_geo_dist40__20260715T043756Z,logistic_encoding_frequency_geo_dist40,logistic,temporal_cv,True,True,False,True,True,frequency,standard,raw_distances,40,10,False,0.1,500,0.0001,saga,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,231.846711124992,2.514310758073904,0.24297872979180113,0.4904606793857608,0.043035598400488546
