run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_l1_ratio,logistic_class_weight,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,forest_n_estimators,forest_criterion,forest_max_depth,forest_min_samples_split,forest_min_samples_leaf,forest_max_features,forest_bootstrap,forest_class_weight,forest_n_jobs,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,xgb_colsample_bytree,xgb_min_child_weight,xgb_reg_alpha,xgb_reg_lambda,xgb_gamma,random_state,model_iterations,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
xgboost_gamma_0_1_alpha_0_0_lambda_1_0__20260719T035645Z,xgboost_gamma_0_1_alpha_0_0_lambda_1_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,0.0,,0.1,500,0.0001,saga,200,log_loss,24,2,5,sqrt,True,,-1,200,8,0.1,0.8,0.7,5,0.0,1.0,0.1,12345,,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,76.55843024997739,2.3026396823166673,0.30719464417058195,0.562572239150993,0.09177064969258265
