run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,random_state,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1
logistic_geo_raw_distances40__20260715T042919Z,logistic_geo_raw_distances40,logistic,temporal_cv,True,True,False,True,True,onehot,standard,raw_distances,40,10,True,0.1,500,0.0001,saga,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,779.7832132080075,2.4063354590525394,0.279169606268482,0.5281976613278494,0.07934026555557817
