run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_geo_cluster40_only__20260715T040626Z,logistic_geo_cluster40_only,logistic,2.408375364743978,,2.408375364743978,2.408375364743978,0.2787643164862877,,0.2787643164862877,0.2787643164862877,0.527372071030787,,0.527372071030787,0.527372071030787,0.07919202106877106,,0.07919202106877106,0.07919202106877106,388.73473462498805,,388.73473462498805,388.73473462498805
