run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
xgboost_lr_0_03_trees_600__20260719T033407Z,xgboost_lr_0_03_trees_600,xgboost,2.3053629162701923,,2.3053629162701923,2.3053629162701923,0.3056485387051742,,0.3056485387051742,0.3056485387051742,0.5625572284183191,,0.5625572284183191,0.5625572284183191,0.09154906288722159,,0.09154906288722159,0.09154906288722159,219.69884283398278,,219.69884283398278,219.69884283398278,,,,
