run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
xgboost_sub_0_9_col_0_9__20260719T034025Z,xgboost_sub_0_9_col_0_9,xgboost,2.304570163233086,,2.304570163233086,2.304570163233086,0.3052132274576322,,0.3052132274576322,0.3052132274576322,0.5614914663984749,,0.5614914663984749,0.5614914663984749,0.09195692414812813,,0.09195692414812813,0.09195692414812813,79.20224020801834,,79.20224020801834,79.20224020801834,,,,
