run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
xgboost_depth_8_child_5__20260719T032208Z,xgboost_depth_8_child_5,xgboost,2.3076296216019285,,2.3076296216019285,2.3076296216019285,0.3056785601705219,,0.3056785601705219,0.3056785601705219,0.5615665200618443,,0.5615665200618443,0.5615665200618443,0.09273309078940821,,0.09273309078940821,0.09273309078940821,75.53560754100909,,75.53560754100909,75.53560754100909,,,,
