run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_encoding_ordinal_geo_dist40__20260715T044952Z,logistic_encoding_ordinal_geo_dist40,logistic,2.677812626753696,,2.677812626753696,2.677812626753696,0.21621459343430552,,0.21621459343430552,0.21621459343430552,0.45743706750326485,,0.45743706750326485,0.45743706750326485,0.02245828725703599,,0.02245828725703599,0.02245828725703599,715.5788905419904,,715.5788905419904,715.5788905419904
