run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_05_add_geo40__20260714T211531Z,logistic_05_add_geo40,logistic,2.4080462253371,,2.4080462253371,2.4080462253371,0.27814887644665937,,0.27814887644665937,0.27814887644665937,0.5274321139614825,,0.5274321139614825,0.5274321139614825,0.07916693617247467,,0.07916693617247467,0.07916693617247467,398.1498308750015,,398.1498308750015,398.1498308750015
