run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_04_add_interactions__20260714T210851Z,logistic_04_add_interactions,logistic,2.410741144809553,,2.410741144809553,2.410741144809553,0.27822393011002866,,0.27822393011002866,0.27822393011002866,0.5272820066347439,,0.5272820066347439,0.5272820066347439,0.07863729451535911,,0.07863729451535911,0.07863729451535911,387.49349629199423,,387.49349629199423,387.49349629199423
