run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_01_raw_baseline__20260714T205140Z,logistic_01_raw_baseline,logistic,2.444735093295005,,2.444735093295005,2.444735093295005,0.26993800567405696,,0.26993800567405696,0.26993800567405696,0.5164292469115418,,0.5164292469115418,0.5164292469115418,0.06199301254917327,,0.06199301254917327,0.06199301254917327,270.3646896669961,,270.3646896669961,270.3646896669961
