run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_geo_raw_distances20__20260715T041618Z,logistic_geo_raw_distances20,logistic,2.406840523402985,,2.406840523402985,2.406840523402985,0.27858418769420135,,0.27858418769420135,0.27858418769420135,0.5279274681397199,,0.5279274681397199,0.5279274681397199,0.07894081875224229,,0.07894081875224229,0.07894081875224229,590.5467985000141,,590.5467985000141,590.5467985000141
