run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
logistic_c_1_0__20260715T213600Z,logistic_c_1_0,logistic,2.4587335409262976,,2.4587335409262976,2.4587335409262976,0.27294015220882933,,0.27294015220882933,0.27294015220882933,0.5163842147135201,,0.5163842147135201,0.5163842147135201,0.08704735205403324,,0.08704735205403324,0.08704735205403324,800.1099728330009,,800.1099728330009,800.1099728330009,489.0,,489,489
