run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
xgboost_lambda_3_0__20260719T040142Z,xgboost_lambda_3_0,xgboost,2.2996160612368666,,2.2996160612368666,2.2996160612368666,0.30838049205181706,,0.30838049205181706,0.30838049205181706,0.5633828187153815,,0.5633828187153815,0.5633828187153815,0.09377526063097606,,0.09377526063097606,0.09377526063097606,78.03903991702828,,78.03903991702828,78.03903991702828,,,,
