run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max
logistic_geo_raw_cluster20__20260715T035316Z,logistic_geo_raw_cluster20,logistic,2.4078941956092237,,2.4078941956092237,2.4078941956092237,0.2785991984268752,,0.2785991984268752,0.2785991984268752,0.5276872964169381,,0.5276872964169381,0.5276872964169381,0.07918948603997357,,0.07918948603997357,0.07918948603997357,404.55749345800723,,404.55749345800723,404.55749345800723
