run_id,experiment_name,model_name,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,top_3_accuracy_mean,top_3_accuracy_std,top_3_accuracy_min,top_3_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,training_seconds_mean,training_seconds_std,training_seconds_min,training_seconds_max,model_iterations_mean,model_iterations_std,model_iterations_min,model_iterations_max
xgboost_gamma_0_0_alpha_0_1_lambda_1_0__20260719T035408Z,xgboost_gamma_0_0_alpha_0_1_lambda_1_0,xgboost,2.300918664618546,,2.300918664618546,2.300918664618546,0.30707455830919106,,0.30707455830919106,0.30707455830919106,0.5624821747549498,,0.5624821747549498,0.5624821747549498,0.09213860866121752,,0.09213860866121752,0.09213860866121752,76.95256791598513,,76.95256791598513,76.95256791598513,,,,
