run_id,experiment_name,model_name,validation_mode,include_time_trend,add_cyclical,drop_original_cyclical,add_interactions,add_address_engineering,categorical_encoding,numeric_strategy,geo_mode,n_geo_clusters,numeric_bins,sparse_output,random_state,fold,train_start,train_end,validation_start,validation_end,train_rows,validation_rows,training_seconds,log_loss,accuracy,top_3_accuracy,macro_f1,logistic_c,logistic_max_iter,logistic_tol,logistic_solver,logistic_l1_ratio,logistic_class_weight,model_iterations,forest_n_estimators,forest_criterion,forest_max_depth,forest_min_samples_split,forest_min_samples_leaf,forest_max_features,forest_bootstrap,forest_class_weight,forest_n_jobs,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,xgb_colsample_bytree,xgb_min_child_weight,xgb_reg_alpha,xgb_reg_lambda,xgb_gamma
xgboost_gamma_0_1_alpha_0_0_lambda_1_0__20260719T035645Z,xgboost_gamma_0_1_alpha_0_0_lambda_1_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,76.55843024997739,2.3026396823166673,0.3071946441705819,0.562572239150993,0.0917706496925826,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,1.0,0.1
xgboost_gamma_0_5_alpha_0_0_lambda_1_0__20260719T035802Z,xgboost_gamma_0_5_alpha_0_0_lambda_1_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,76.0850975420035,2.3008853540109317,0.3065491826656059,0.5620318527747339,0.0932764221902617,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,1.0,0.5
xgboost_lambda_12_0__20260719T040542Z,xgboost_lambda_12_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,78.92199000000255,2.294655610680172,0.3071496119725603,0.5644635914678996,0.0911617091451632,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,12.0,0.0
xgboost_lambda_3_0__20260719T040142Z,xgboost_lambda_3_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,78.03903991702828,2.2996160612368666,0.308380492051817,0.5633828187153815,0.093775260630976,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,3.0,0.0
xgboost_lambda_5_0__20260719T040301Z,xgboost_lambda_5_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,77.90186945800087,2.2963007351873075,0.3076899983488194,0.5640733124183791,0.0932462079529805,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,5.0,0.0
xgboost_lambda_8_0__20260719T040421Z,xgboost_lambda_8_0,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,78.64742829199531,2.295275993813462,0.3093712004082919,0.564958945646137,0.0933375607559924,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,8.0,0.0
xgboost_lr_0_03_trees_600__20260719T033407Z,xgboost_lr_0_03_trees_600,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,219.6988428339828,2.3053629162701923,0.3056485387051742,0.5625572284183191,0.0915490628872215,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,600.0,8.0,0.03,1.0,1.0,5.0,0.0,1.0,
xgboost_lr_0_05_trees_400__20260719T033025Z,xgboost_lr_0_05_trees_400,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,146.56900183300604,2.3061590205473355,0.3066392470616491,0.5616265629925397,0.0918247913007531,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,400.0,8.0,0.05,1.0,1.0,5.0,0.0,1.0,
xgboost_lr_0_1_trees_200__20260719T032757Z,xgboost_lr_0_1_trees_200,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,75.9846456660016,2.3096890425103,0.3043275942298744,0.5612362839430193,0.0917423115579961,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,1.0,1.0,5.0,0.0,1.0,
xgboost_lr_0_2_trees_100__20260719T032639Z,xgboost_lr_0_2_trees_100,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,40.34055291599361,2.3176050202249696,0.3034119395367688,0.558008976418139,0.0971346926120603,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,100.0,8.0,0.2,1.0,1.0,5.0,0.0,1.0,
xgboost_sub_0_7_col_0_8__20260719T034302Z,xgboost_sub_0_7_col_0_8,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,77.40995387500152,2.3049456474679952,0.3049430342695027,0.561371380537084,0.0939173005800787,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.7,0.8,5.0,0.0,1.0,
xgboost_sub_0_8_col_0_7__20260719T034420Z,xgboost_sub_0_8_col_0_7,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,76.71390812500613,2.3017844769608513,0.3070895690418649,0.5625121962202975,0.092554386598005,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.7,5.0,0.0,1.0,
xgboost_sub_0_8_col_0_8__20260719T034143Z,xgboost_sub_0_8_col_0_8,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,76.8079229159921,2.3027347983717203,0.3052432489229799,0.5625872498836668,0.0933808430364939,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.8,0.8,5.0,0.0,1.0,
xgboost_sub_0_9_col_0_9__20260719T034025Z,xgboost_sub_0_9_col_0_9,xgboost,temporal_cv,True,True,False,True,True,ordinal,passthrough,raw_distances,40,10,False,12345,1,2003-01-06 00:01:00,2010-12-31 23:58:00,2011-01-01 00:01:00,2011-12-31 23:59:00,561676,66619,79.20224020801834,2.304570163233086,0.3052132274576322,0.5614914663984749,0.0919569241481281,0.1,500.0,0.0001,saga,0.0,,,200.0,log_loss,24.0,2.0,5.0,sqrt,True,,-1.0,200.0,8.0,0.1,0.9,0.9,5.0,0.0,1.0,
